1 1 1 1
1.01 1 0.991031 0.991031
1.02 1 0.982067 0.982067
1.03 1 0.973114 0.973114
1.04 1 0.964178 0.964178
1.05 1 0.955262 0.955262
1.06 1 0.946374 0.946374
1.07 1 0.937518 0.937518
1.08 1 0.9287 0.9287
1.09 1 0.919924 0.919924
1.1 1 0.911198 0.911198
1.11 1 0.902525 0.902525
1.12 1 0.893911 0.893911
1.13 1 0.885361 0.885361
1.14 1 0.876882 0.876882
1.15 1 0.868478 0.868478
1.16 1 0.860155 0.860155
1.17 1 0.851918 0.851918
1.18 1 0.843772 0.843772
1.19 1 0.835724 0.835724
1.2 1 0.827777 0.827777
1.21 1 0.819938 0.819938
1.22 1 0.812212 0.812212
1.23 1 0.804605 0.804605
1.24 1 0.797121 0.797121
1.25 1 0.789767 0.789767
1.26 1 0.782547 0.782547
1.27 1 0.775467 0.775467
1.28 1 0.768532 0.768532
1.29 1 0.761748 0.761748
1.3 1 0.755121 0.755121
1.31 1 0.748654 0.748654
1.32 1 0.742355 0.742355
1.33 1 0.736227 0.736227
1.34 1 0.730277 0.730277
1.35 1 0.724511 0.724511
1.36 1 0.718932 0.718932
1.37 1 0.713548 0.713548
1.38 1 0.708362 0.708362
1.39 1 0.703381 0.703381
1.4 1 0.69861 0.69861
1.41 1 0.694054 0.694054
1.42 1 0.689719 0.689719
1.43 1 0.68561 0.68561
1.44 1 0.681732 0.681732
1.45 1 0.678091 0.678091
1.46 1 0.674692 0.674692
1.47 1 0.671541 0.671541
1.48 1 0.668643 0.668643
1.49 1 0.666003 0.666003
1.5 1 0.663627 0.663627
1.51 1 0.66152 0.66152
1.52 1 0.659688 0.659688
1.53 1 0.658135 0.658135
1.54 1 0.656867 0.656867
1.55 1 0.655891 0.655891
1.56 1 0.65521 0.65521
1.57 1 0.65483 0.65483
1.58 1 0.654758 0.654758
1.59 1 0.654997 0.654997
1.6 1 0.655554 0.655554
1.61 1 0.656434 0.656434
1.62 1 0.657642 0.657642
1.63 1 0.659184 0.659184
1.64 1 0.661065 0.661065
1.65 1 0.663291 0.663291
1.66 1 0.665866 0.665866
1.67 1 0.668797 0.668797
1.68 1 0.672088 0.672088
1.69 1 0.675745 0.675745
1.7 1 0.679773 0.679773
1.71 1 0.684178 0.684178
1.72 1 0.688965 0.688965
1.73 1 0.69414 0.69414
1.74 1 0.699708 0.699708
1.75 1 0.705674 0.705674
1.76 1 0.712043 0.712043
1.77 1 0.718822 0.718822
1.78 1 0.726015 0.726015
1.79 1 0.733628 0.733628
1.8 1 0.741666 0.741666
1.81 1 0.750134 0.750134
1.82 1 0.759039 0.759039
1.83 1 0.768384 0.768384
1.84 1 0.778177 0.778177
1.85 1 0.788421 0.788421
1.86 1 0.799124 0.799124
1.87 1 0.810288 0.810288
1.88 1 0.821922 0.821922
1.89 1 0.834028 0.834028
1.9 1 0.846614 0.846614
1.91 1 0.859684 0.859684
1.92 1 0.873244 0.873244
1.93 1 0.887299 0.887299
1.94 1 0.901854 0.901854
1.95 1 0.916916 0.916916
1.96 1 0.932489 0.932489
1.97 1 0.948578 0.948578
1.98 1 0.965189 0.965189
1.99 1 0.982328 0.982328
2 1 1 1
2.01 1 1.0182 1.0182
2.02 1 1.03692 1.03692
2.03 1 1.05612 1.05612
2.04 1 1.07578 1.07578
2.05 1 1.09587 1.09587
2.06 1 1.11636 1.11636
2.07 1 1.13723 1.13723
2.08 1 1.15845 1.15845
2.09 1 1.17999 1.17999
2.1 1 1.20182 1.20182
2.11 1 1.22393 1.22393
2.12 1 1.24628 1.24628
2.13 1 1.26884 1.26884
2.14 1 1.29159 1.29159
2.15 1 1.31451 1.31451
2.16 1 1.33756 1.33756
2.17 1 1.36071 1.36071
2.18 1 1.38395 1.38395
2.19 1 1.40724 1.40724
2.2 1 1.43056 1.43056
2.21 1 1.45387 1.45387
2.22 1 1.47717 1.47717
2.23 1 1.5004 1.5004
2.24 1 1.52356 1.52356
2.25 1 1.54661 1.54661
2.26 1 1.56952 1.56952
2.27 1 1.59227 1.59227
2.28 1 1.61484 1.61484
2.29 1 1.63718 1.63718
2.3 1 1.65929 1.65929
2.31 1 1.68113 1.68113
2.32 1 1.70267 1.70267
2.33 1 1.72389 1.72389
2.34 1 1.74476 1.74476
2.35 1 1.76525 1.76525
2.36 1 1.78534 1.78534
2.37 1 1.80499 1.80499
2.38 1 1.82419 1.82419
2.39 1 1.84291 1.84291
2.4 1 1.86111 1.86111
2.41 1 1.87878 1.87878
2.42 1 1.89588 1.89588
2.43 1 1.91239 1.91239
2.44 1 1.92828 1.92828
2.45 1 1.94353 1.94353
2.46 1 1.9581 1.9581
2.47 1 1.97197 1.97197
2.48 1 1.98511 1.98511
2.49 1 1.99751 1.99751
2.5 1 2.00912 2.00912
2.51 1 2.01992 2.01992
2.52 1 2.02989 2.02989
2.53 1 2.039 2.039
2.54 1 2.04722 2.04722
2.55 1 2.05453 2.05453
2.56 1 2.06089 2.06089
2.57 1 2.06629 2.06629
2.58 1 2.07069 2.07069
2.59 1 2.07407 2.07407
2.6 1 2.07639 2.07639
2.61 1 2.07764 2.07764
2.62 1 2.07779 2.07779
2.63 1 2.07681 2.07681
2.64 1 2.07467 2.07467
2.65 1 2.07135 2.07135
2.66 1 2.06681 2.06681
2.67 1 2.06104 2.06104
2.68 1 2.054 2.054
2.69 1 2.04568 2.04568
2.7 1 2.03603 2.03603
2.71 1 2.02504 2.02504
2.72 1 2.01267 2.01267
2.73 1 1.99891 1.99891
2.74 1 1.98372 1.98372
2.75 1 1.96707 1.96707
2.76 1 1.94895 1.94895
2.77 1 1.92932 1.92932
2.78 1 1.90815 1.90815
2.79 1 1.88543 1.88543
2.8 1 1.86111 1.86111
2.81 1 1.83519 1.83519
2.82 1 1.80762 1.80762
2.83 1 1.77838 1.77838
2.84 1 1.74745 1.74745
2.85 1 1.71479 1.71479
2.86 1 1.68039 1.68039
2.87 1 1.64421 1.64421
2.88 1 1.60622 1.60622
2.89 1 1.56641 1.56641
2.9 1 1.52474 1.52474
2.91 1 1.48119 1.48119
2.92 1 1.43572 1.43572
2.93 1 1.38832 1.38832
2.94 1 1.33896 1.33896
2.95 1 1.2876 1.2876
2.96 1 1.23422 1.23422
2.97 1 1.1788 1.1788
2.98 1 1.12131 1.12131
2.99 1 1.06172 1.06172
3 1 1 1
3.01 1 0.936151 0.936151
3.02 1 0.870252 0.870252
3.03 1 0.802404 0.802404
3.04 1 0.73271 0.73271
3.05 1 0.661273 0.661273
3.06 1 0.588194 0.588194
3.07 1 0.513575 0.513575
3.08 1 0.43752 0.43752
3.09 1 0.36013 0.36013
3.1 1 0.281508 0.281508
3.11 1 0.201755 0.201755
3.12 1 0.120974 0.120974
3.13 1 0.039268 0.039268
3.14 1 -0.0432617 -0.0432617
3.15 1 -0.126513 -0.126513
3.16 1 -0.210383 -0.210383
3.17 1 -0.294769 -0.294769
3.18 1 -0.37957 -0.37957
3.19 1 -0.464683 -0.464683
3.2 1 -0.550006 -0.550006
3.21 1 -0.635437 -0.635437
3.22 1 -0.720873 -0.720873
3.23 1 -0.806212 -0.806212
3.24 1 -0.891352 -0.891352
3.25 1 -0.97619 -0.97619
3.26 1 -1.06063 -1.06063
3.27 1 -1.14455 -1.14455
3.28 1 -1.22788 -1.22788
3.29 1 -1.31049 -1.31049
3.3 1 -1.39228 -1.39228
3.31 1 -1.47317 -1.47317
3.32 1 -1.55303 -1.55303
3.33 1 -1.63178 -1.63178
3.34 1 -1.7093 -1.7093
3.35 1 -1.7855 -1.7855
3.36 1 -1.86028 -1.86028
3.37 1 -1.93352 -1.93352
3.38 1 -2.00514 -2.00514
3.39 1 -2.07502 -2.07502
3.4 1 -2.14307 -2.14307
3.41 1 -2.20918 -2.20918
3.42 1 -2.27325 -2.27325
3.43 1 -2.33517 -2.33517
3.44 1 -2.39486 -2.39486
3.45 1 -2.45219 -2.45219
3.46 1 -2.50708 -2.50708
3.47 1 -2.55942 -2.55942
3.48 1 -2.6091 -2.6091
3.49 1 -2.65603 -2.65603
3.5 1 -2.7001 -2.7001
3.51 1 -2.74121 -2.74121
3.52 1 -2.77926 -2.77926
3.53 1 -2.81414 -2.81414
3.54 1 -2.84576 -2.84576
3.55 1 -2.87401 -2.87401
3.56 1 -2.89878 -2.89878
3.57 1 -2.91998 -2.91998
3.58 1 -2.93751 -2.93751
3.59 1 -2.95126 -2.95126
3.6 1 -2.96113 -2.96113
3.61 1 -2.96701 -2.96701
3.62 1 -2.96881 -2.96881
3.63 1 -2.96643 -2.96643
3.64 1 -2.95975 -2.95975
3.65 1 -2.94868 -2.94868
3.66 1 -2.93312 -2.93312
3.67 1 -2.91296 -2.91296
3.68 1 -2.8881 -2.8881
3.69 1 -2.85845 -2.85845
3.7 1 -2.82389 -2.82389
3.71 1 -2.78432 -2.78432
3.72 1 -2.73965 -2.73965
3.73 1 -2.68977 -2.68977
3.74 1 -2.63457 -2.63457
3.75 1 -2.57396 -2.57396
3.76 1 -2.50784 -2.50784
3.77 1 -2.43609 -2.43609
3.78 1 -2.35863 -2.35863
3.79 1 -2.27534 -2.27534
3.8 1 -2.18612 -2.18612
3.81 1 -2.09088 -2.09088
3.82 1 -1.98951 -1.98951
3.83 1 -1.88191 -1.88191
3.84 1 -1.76797 -1.76797
3.85 1 -1.64759 -1.64759
3.86 1 -1.52068 -1.52068
3.87 1 -1.38712 -1.38712
3.88 1 -1.24682 -1.24682
3.89 1 -1.09967 -1.09967
3.9 1 -0.945581 -0.945581
3.91 1 -0.784436 -0.784436
3.92 1 -0.61614 -0.61614
3.93 1 -0.440588 -0.440588
3.94 1 -0.257679 -0.257679
3.95 1 -0.067311 -0.067311
3.96 1 0.130619 0.130619
3.97 1 0.336213 0.336213
3.98 1 0.549573 0.549573
3.99 1 0.770801 0.770801
4 1 1 1
4.01 1.00864 1.23722 1.22574
4.02 1.03434 1.48231 1.43683
4.03 1.07673 1.73505 1.63378
4.04 1.13549 1.99524 1.81706
4.05 1.21025 2.26267 1.98717
4.06 1.30067 2.53713 2.14459
4.07 1.40641 2.81842 2.28981
4.08 1.5271 3.10632 2.42331
4.09 1.66242 3.40063 2.5456
4.1 1.812 3.70115 2.65715
4.11 1.9755 4.00765 2.75845
4.12 2.15258 4.31994 2.84998
4.13 2.34287 4.6378 2.93225
4.14 2.54605 4.96103 3.00573
4.15 2.76175 5.28942 3.07092
4.16 2.98963 5.62276 3.12829
4.17 3.22935 5.96084 3.17835
4.18 3.48054 6.30346 3.22157
4.19 3.74288 6.6504 3.25845
4.2 4.016 7.00147 3.28947
4.21 4.29956 7.35644 3.31512
4.22 4.59322 7.71512 3.33589
4.23 4.89661 8.07729 3.35226
4.24 5.20941 8.44275 3.36473
4.25 5.53125 8.81128 3.37378
4.26 5.86179 9.18269 3.3799
4.27 6.20069 9.55675 3.38358
4.28 6.54758 9.93327 3.38531
4.29 6.90214 10.312 3.38556
4.3 7.264 10.6928 3.38484
4.31 7.63282 11.0755 3.38363
4.32 8.00826 11.4597 3.38242
4.33 8.38995 11.8454 3.38169
4.34 8.77757 12.2323 3.38194
4.35 9.17075 12.6201 3.38364
4.36 9.56915 13.0088 3.38729
4.37 9.97243 13.398 3.39339
4.38 10.3802 13.7876 3.4024
4.39 10.7922 14.1774 3.41483
4.4 11.208 14.5672 3.43116
4.41 11.6273 14.9566 3.45187
4.42 12.0497 15.3457 3.47747
4.43 12.4749 15.734 3.50842
4.44 12.9025 16.1215 3.54523
4.45 13.3322 16.5079 3.58838
4.46 13.7637 16.893 3.63835
4.47 14.1966 17.2766 3.69564
4.48 14.6305 17.6585 3.76074
4.49 15.0651 18.0384 3.83412
4.5 15.5 18.4163 3.91629
4.51 15.9349 18.7918 4.00772
4.52 16.3695 19.1648 4.1089
4.53 16.8034 19.535 4.22033
4.54 17.2363 19.9023 4.34249
4.55 17.6677 20.2664 4.47587
4.56 18.0975 20.6271 4.62095
4.57 18.5251 20.9842 4.77823
4.58 18.9503 21.3376 4.94819
4.59 19.3727 21.687 5.13132
4.6 19.792 22.0321 5.32811
4.61 20.2078 22.3729 5.53905
4.62 20.6198 22.709 5.76462
4.63 21.0276 23.0403 6.00531
4.64 21.4308 23.3665 6.2616
4.65 21.8292 23.6875 6.534
4.66 22.2224 24.003 6.82298
4.67 22.61 24.3129 7.12904
4.68 22.9917 24.6169 7.45265
4.69 23.3672 24.9149 7.79432
4.7 23.736 25.2065 8.15452
4.71 24.0979 25.4917 8.53374
4.72 24.4524 25.7701 8.93248
4.73 24.7993 26.0416 9.35122
4.74 25.1382 26.3061 9.79045
4.75 25.4687 26.5631 10.2506
4.76 25.7906 26.8127 10.7323
4.77 26.1034 27.0545 11.2359
4.78 26.4068 27.2884 11.762
4.79 26.7004 27.5141 12.311
4.8 26.984 27.7314 12.8834
4.81 27.2571 27.9401 13.4797
4.82 27.5195 28.1401 14.1004
4.83 27.7707 28.3311 14.746
4.84 28.0104 28.5128 15.4169
4.85 28.2382 28.6852 16.1137
4.86 28.454 28.8479 16.8368
4.87 28.6571 29.0009 17.5868
4.88 28.8474 29.1437 18.3641
4.89 29.0245 29.2764 19.1692
4.9 29.188 29.3986 20.0026
4.91 29.3376 29.5101 20.8648
4.92 29.4729 29.6108 21.7562
4.93 29.5936 29.7004 22.6774
4.94 29.6993 29.7787 23.6288
4.95 29.7897 29.8455 24.611
4.96 29.8645 29.9006 25.6244
4.97 29.9233 29.9439 26.6695
4.98 29.9657 29.975 27.7468
4.99 29.9914 29.9937 28.8568
5 30 30 30
5.01 29.9914 29.9936 30.0051
5.02 29.9657 29.9746 30.0201
5.03 29.9233 29.9434 30.0446
5.04 29.8645 29.9 30.0781
5.05 29.7898 29.8447 30.1202
5.06 29.6993 29.7777 30.1702
5.07 29.5936 29.6992 30.2278
5.08 29.4729 29.6094 30.2925
5.09 29.3376 29.5086 30.3636
5.1 29.188 29.3969 30.4409
5.11 29.0245 29.2746 30.5238
5.12 28.8474 29.1417 30.6117
5.13 28.6571 28.9987 30.7042
5.14 28.454 28.8456 30.8009
5.15 28.2383 28.6827 30.9012
5.16 28.0104 28.5102 31.0047
5.17 27.7707 28.3283 31.1108
5.18 27.5195 28.1372 31.219
5.19 27.2571 27.937 31.329
5.2 26.984 27.7281 31.4401
5.21 26.7004 27.5107 31.552
5.22 26.4068 27.2848 31.6641
5.23 26.1034 27.0508 31.7759
5.24 25.7906 26.8089 31.8869
5.25 25.4688 26.5592 31.9967
5.26 25.1382 26.302 32.1048
5.27 24.7993 26.0374 32.2106
5.28 24.4524 25.7658 32.3137
5.29 24.0979 25.4872 32.4137
5.3 23.736 25.2019 32.5099
5.31 23.3672 24.9101 32.602
5.32 22.9917 24.6121 32.6894
5.33 22.61 24.308 32.7717
5.34 22.2224 23.998 32.8483
5.35 21.8293 23.6823 32.9188
5.36 21.4308 23.3612 32.9827
5.37 21.0276 23.0349 33.0395
5.38 20.6198 22.7035 33.0887
5.39 20.2078 22.3673 33.1299
5.4 19.792 22.0264 33.1624
5.41 19.3727 21.6812 33.186
5.42 18.9503 21.3318 33.2
5.43 18.5251 20.9783 33.2039
5.44 18.0975 20.6211 33.1974
5.45 17.6678 20.2603 33.1798
5.46 17.2363 19.8961 33.1508
5.47 16.8034 19.5288 33.1098
5.48 16.3695 19.1585 33.0563
5.49 15.9349 18.7855 32.9898
5.5 15.5 18.41 32.91
5.51 15.0651 18.0321 32.8162
5.52 14.6305 17.6521 32.7079
5.53 14.1966 17.2701 32.5848
5.54 13.7637 16.8865 32.4463
5.55 13.3323 16.5014 32.2919
5.56 12.9025 16.115 32.1211
5.57 12.4749 15.7275 31.9335
5.58 12.0497 15.3392 31.7286
5.59 11.6273 14.9501 31.5058
5.6 11.208 14.5607 31.2647
5.61 10.7922 14.171 31.0048
5.62 10.3802 13.7812 30.7256
5.63 9.97243 13.3916 30.4266
5.64 9.56915 13.0024 30.1073
5.65 9.17075 12.6138 29.7673
5.66 8.77757 12.226 29.406
5.67 8.38995 11.8392 29.0231
5.68 8.00826 11.4536 28.6178
5.69 7.63282 11.0694 28.1899
5.7 7.264 10.6868 27.7388
5.71 6.90214 10.3061 27.264
5.72 6.54758 9.92742 26.7651
5.73 6.20069 9.551 26.2414
5.74 5.86179 9.17703 25.6927
5.75 5.53125 8.80574 25.1182
5.76 5.20941 8.43733 24.5177
5.77 4.89661 8.072 23.8906
5.78 4.59322 7.70996 23.2363
5.79 4.29956 7.35143 22.5545
5.8 4.016 6.9966 21.8446
5.81 3.74288 6.6457 21.1061
5.82 3.48054 6.29892 20.3386
5.83 3.22935 5.95648 19.5416
5.84 2.98963 5.61858 18.7145
5.85 2.76175 5.28543 17.8569
5.86 2.54605 4.95725 16.9684
5.87 2.34287 4.63423 16.0483
5.88 2.15258 4.31658 15.0962
5.89 1.9755 4.00453 14.1117
5.9 1.812 3.69826 13.0943
5.91 1.66242 3.39799 12.0434
5.92 1.5271 3.10394 10.9585
5.93 1.40641 2.8163 9.83929
5.94 1.30067 2.53528 8.68514
5.95 1.21025 2.2611 7.4956
5.96 1.13549 1.99397 6.27019
5.97 1.07673 1.73408 5.00841
5.98 1.03434 1.48165 3.70978
5.99 1.00864 1.23689 2.3738
6 1 1 1
6.01 1 0.771144 0.771144
6.02 1 0.550267 0.550267
6.03 1 0.337269 0.337269
6.04 1 0.132045 0.132045
6.05 1 -0.0655067 -0.0655067
6.06 1 -0.255489 -0.255489
6.07 1 -0.438005 -0.438005
6.08 1 -0.613157 -0.613157
6.09 1 -0.781049 -0.781049
6.1 1 -0.941782 -0.941782
6.11 1 -1.09546 -1.09546
6.12 1 -1.24218 -1.24218
6.13 1 -1.38206 -1.38206
6.14 1 -1.51519 -1.51519
6.15 1 -1.64167 -1.64167
6.16 1 -1.76161 -1.76161
6.17 1 -1.87512 -1.87512
6.18 1 -1.98228 -1.98228
6.19 1 -2.08322 -2.08322
