iterations, x, y, f(x,y)

    1, 4.99005, 7.00099, 32055.48942
    2, 4.97015, 7.00298, 31342.61980
    3, 4.93035, 7.00696, 29949.15415
    4, 4.85074, 7.01492, 27288.67687
    5, 4.69154, 7.03084, 22452.73119
    6, 4.37313, 7.06267, 14559.47774
    7, 3.73630, 7.12634, 4677.29033
    8, 2.46265, 7.25368,  143.51993
    9, 2.68850, 7.23110,    2.85197
   10, 2.68704, 7.21653,    2.84743
   11, 2.68581, 7.21665,    2.84290
   12, 2.68558, 7.21543,    2.84214
   13, 2.68513, 7.21300,    2.84061
   14, 2.68423, 7.20814,    2.83756
   15, 2.68242, 7.19842,    2.83146
   16, 2.67880, 7.17897,    2.81927
   17, 2.67156, 7.14007,    2.79492
   18, 2.65709, 7.06228,    2.74641
   19, 2.62815, 6.90670,    2.65088
   20, 2.57026, 6.59553,    2.47716
   21, 2.45448, 5.97319,    2.37859
   22, 2.48687, 6.14729,    2.34943
   23, 2.47909, 6.14874,    2.18852
   24, 2.47753, 6.14098,    2.18389
   25, 2.47440, 6.12545,    2.17464
   26, 2.46816, 6.09440,    2.15616
   27, 2.45568, 6.03229,    2.11937
   28, 2.43071, 5.90807,    2.04692
   29, 2.38076, 5.65964,    1.91357
   30, 2.28088, 5.16277,    1.79792
   31, 2.29591, 5.23751,    1.79281
   32, 2.28830, 5.23903,    1.66046
   33, 2.28665, 5.23146,    1.65619
   34, 2.28335, 5.21631,    1.64767
   35, 2.27676, 5.18600,    1.63067
   36, 2.26356, 5.12539,    1.59686
   37, 2.23716, 5.00417,    1.53061
   38, 2.18436, 4.76172,    1.41212
   39, 2.07876, 4.27683,    1.36110
   40, 2.11354, 4.43653,    1.33316
   41, 2.10610, 4.43815,    1.22408
   42, 2.10435, 4.43074,    1.22019
   43, 2.10084, 4.41591,    1.21242
   44, 2.09383, 4.38626,    1.19692
   45, 2.07980, 4.32697,    1.16617
   46, 2.05175, 4.20837,    1.10636
   47, 1.99566, 3.97118,    1.00449
   48, 1.94142, 3.74184,    0.96057
   49, 1.93423, 3.74354,    0.87331
   50, 1.93239, 3.73639,    0.86986
   51, 1.92871, 3.72210,    0.86298
   52, 1.92135, 3.69351,    0.84926
   53, 1.90663, 3.63633,    0.82210
   54, 1.87719, 3.52197,    0.76981
   55, 1.81831, 3.29325,    0.68647
   56, 1.77966, 3.14316,    0.66566
   57, 1.77282, 3.14492,    0.59766
   58, 1.77091, 3.13811,    0.59470
   59, 1.76709, 3.12451,    0.58879
   60, 1.75945, 3.09730,    0.57703
   61, 1.74416, 3.04287,    0.55384
   62, 1.71359, 2.93403,    0.50978
   63, 1.65246, 2.71634,    0.44612
   64, 1.62910, 2.63314,    0.43908
   65, 1.62271, 2.63494,    0.38807
   66, 1.62076, 2.62859,    0.38564
   67, 1.61686, 2.61590,    0.38079
   68, 1.60907, 2.59051,    0.37116
   69, 1.59349, 2.53973,    0.35226
   70, 1.56234, 2.43818,    0.31696
   71, 1.50002, 2.23508,    0.27246
   72, 1.49027, 2.20329,    0.27134
   73, 1.48445, 2.20507,    0.23491
   74, 1.48252, 2.19931,    0.23303
   75, 1.47865, 2.18777,    0.22929
   76, 1.47092, 2.16471,    0.22189
   77, 1.45545, 2.11858,    0.20744
   78, 1.42452, 2.02631,    0.18107
   79, 1.36265, 1.84178,    0.15409
   80, 1.36495, 1.84866,    0.15404
   81, 1.35808, 1.85096,    0.13256
   82, 1.35985, 1.85037,    0.12963
   83, 1.35921, 1.84861,    0.12917
   84, 1.35792, 1.84510,    0.12824
   85, 1.35535, 1.83808,    0.12640
   86, 1.35021, 1.82404,    0.12274
   87, 1.33993, 1.79595,    0.11558
   88, 1.31937, 1.73978,    0.10208
   89, 1.27824, 1.62744,    0.08159
   90, 1.25380, 1.56068,    0.07728
   91, 1.24955, 1.56224,    0.06235
   92, 1.24787, 1.55803,    0.06151
   93, 1.24452, 1.54961,    0.05985
   94, 1.23781, 1.53277,    0.05659
   95, 1.22439, 1.49909,    0.05035
   96, 1.19755, 1.43172,    0.03961
   97, 1.14387, 1.29699,    0.03384
   98, 1.15915, 1.33533,    0.03221
   99, 1.15588, 1.33664,    0.02433
  100, 1.15449, 1.33340,    0.02390
  101, 1.15170, 1.32694,    0.02304
  102, 1.14613, 1.31401,    0.02137
  103, 1.13499, 1.28814,    0.01822
  104, 1.11271, 1.23642,    0.01300
  105, 1.06815, 1.13297,    0.01100
  106, 1.08336, 1.16829,    0.00985
  107, 1.08117, 1.16923,    0.00660
  108, 1.08017, 1.16706,    0.00644
  109, 1.07816, 1.16272,    0.00612
  110, 1.07416, 1.15403,    0.00550
  111, 1.06615, 1.13665,    0.00438
  112, 1.05014, 1.10189,    0.00259
  113, 1.01811, 1.03238,    0.00206
  114, 1.02992, 1.05802,    0.00164
  115, 1.02880, 1.05854,    0.00083
  116, 1.02826, 1.05742,    0.00080
  117, 1.02718, 1.05519,    0.00074
  118, 1.02502, 1.05073,    0.00063
  119, 1.02069, 1.04182,    0.00043
  120, 1.01205, 1.02398,    0.00015
  121, 1.00372, 1.00680,    0.00006
  122, 1.00345, 1.00693,    0.00001
  123, 1.00332, 1.00666,    0.00001
  124, 1.00305, 1.00611,    0.00001
  125, 1.00250, 1.00502,    0.00001
  126, 1.00142, 1.00285,    0.00000
  127, 0.99926, 0.99850,    0.00000
  128, 1.00002, 1.00002,    0.00000
Minimum found at:
  129, 1.00001, 1.00002,    0.00000
