0.000000 6.214702
0.100000 6.029719
0.200000 5.851407
0.300000 5.679522
0.400000 5.513835
0.500000 5.354122
0.600000 5.200167
0.700000 5.051762
0.800000 4.908708
0.900000 4.770812
1.000000 4.637887
1.100000 4.509755
1.200000 4.386242
1.300000 4.267182
1.400000 4.152415
1.500000 4.041786
1.600000 3.935145
1.700000 3.832349
1.800000 3.733259
1.900000 3.637742
2.000000 3.545669
2.100000 3.456915
2.200000 3.371361
2.300000 3.288891
2.400000 3.209395
2.500000 3.132765
2.600000 3.058898
2.700000 2.987694
2.800000 2.919057
2.900000 2.852895
3.000000 2.789118
3.100000 2.727640
3.200000 2.668379
3.300000 2.611255
3.400000 2.556190
3.500000 2.503110
3.600000 2.451944
3.700000 2.402623
3.800000 2.355080
3.900000 2.309251
4.000000 2.265074
4.100000 2.222491
4.200000 2.181442
4.300000 2.141873
4.400000 2.103731
4.500000 2.066964
4.600000 2.031523
4.700000 1.997360
4.800000 1.964428
4.900000 1.932683
5.000000 1.902083
5.100000 1.872587
5.200000 1.844153
5.300000 1.816745
5.400000 1.790325
5.500000 1.764858
5.600000 1.740309
5.700000 1.716644
5.800000 1.693833
5.900000 1.671845
6.000000 1.650649
6.100000 1.630217
6.200000 1.610522
6.300000 1.591538
6.400000 1.573237
6.500000 1.555596
6.600000 1.538592
6.700000 1.522200
6.800000 1.506400
6.900000 1.491169
7.000000 1.476487
7.100000 1.462335
7.200000 1.448692
7.300000 1.435542
7.400000 1.422866
7.500000 1.410647
7.600000 1.398868
7.700000 1.387514
7.800000 1.376569
7.900000 1.366019
8.000000 1.355849
8.100000 1.346046
8.200000 1.336597
8.300000 1.327488
8.400000 1.318707
8.500000 1.310244
8.600000 1.302085
8.700000 1.294220
8.800000 1.286639
8.900000 1.279331
9.000000 1.272287
9.100000 1.265497
9.200000 1.258951
9.300000 1.252642
9.400000 1.246560
9.500000 1.240697
9.600000 1.235046
9.700000 1.229598
9.800000 1.224347
9.900000 1.219285
10.000000 1.214406
