0.080000 0.960043
0.160000 0.920341
0.240000 0.881149
0.320000 0.842717
0.400000 0.805291
0.480000 0.769110
0.560000 0.734407
0.640000 0.701402
0.720000 0.670308
0.800000 0.641322
0.880000 0.614631
0.960000 0.590404
1.040000 0.568798
1.120000 0.549950
1.200000 0.533980
1.280000 0.520992
1.360000 0.511068
1.440000 0.504271
1.520000 0.500645
1.600000 0.500213
1.680000 0.502978
1.760000 0.508923
1.840000 0.518008
1.920000 0.530177
2.000000 0.545351
2.080000 0.563434
2.160000 0.584308
2.240000 0.607842
2.320000 0.633884
2.400000 0.662268
2.480000 0.692813
2.560000 0.725322
2.640000 0.759589
2.720000 0.795393
2.800000 0.832506
2.880000 0.870690
2.960000 0.909702
3.040000 0.949291
3.120000 0.989205
3.200000 1.029187
3.280000 1.068983
3.360000 1.108338
3.440000 1.146999
3.520000 1.184720
3.600000 1.221260
3.680000 1.256385
3.760000 1.289869
3.840000 1.321499
3.920000 1.351073
4.000000 1.378401
4.080000 1.403309
4.160000 1.425637
4.240000 1.445242
4.320000 1.461999
4.400000 1.475801
4.480000 1.486559
4.560000 1.494206
4.640000 1.498691
4.720000 1.499986
4.800000 1.498082
4.880000 1.492993
4.960000 1.484750
5.040000 1.473407
5.120000 1.459035
5.200000 1.441727
5.280000 1.421594
5.360000 1.398764
5.440000 1.373383
5.520000 1.345613
5.600000 1.315633
5.680000 1.283634
5.760000 1.249821
5.840000 1.214410
5.920000 1.177627
6.000000 1.139708
6.080000 1.100895
6.160000 1.061437
6.240000 1.021586
6.320000 0.981597
6.400000 0.941725
6.480000 0.902227
6.560000 0.863354
6.640000 0.825354
6.720000 0.788472
6.800000 0.752943
6.880000 0.718995
6.960000 0.686843
7.040000 0.656695
7.120000 0.628743
7.200000 0.603166
7.280000 0.580127
7.360000 0.559774
7.440000 0.542237
7.520000 0.527628
7.600000 0.516040
7.680000 0.507548
7.760000 0.502207
7.840000 0.500049
7.920000 0.501089
8.000000 0.505321
