5.50000000e-02 9.72528708e-01
1.10000000e-01 9.45169105e-01
1.65000000e-01 9.18002344e-01
2.20000000e-01 8.91109055e-01
2.75000000e-01 8.64569097e-01
3.30000000e-01 8.38461326e-01
3.85000000e-01 8.12863353e-01
4.40000000e-01 7.87851313e-01
4.95000000e-01 7.63499639e-01
5.50000000e-01 7.39880833e-01
6.05000000e-01 7.17065251e-01
6.60000000e-01 6.95120886e-01
7.15000000e-01 6.74113166e-01
7.70000000e-01 6.54104755e-01
8.25000000e-01 6.35155357e-01
8.80000000e-01 6.17321542e-01
9.35000000e-01 6.00656567e-01
9.90000000e-01 5.85210218e-01
1.04500000e+00 5.71028654e-01
1.10000000e+00 5.58154267e-01
1.15500000e+00 5.46625552e-01
1.21000000e+00 5.36476990e-01
1.26500000e+00 5.27738941e-01
1.32000000e+00 5.20437547e-01
1.37500000e+00 5.14594660e-01
1.43000000e+00 5.10227767e-01
1.48500000e+00 5.07349938e-01
1.54000000e+00 5.05969788e-01
1.59500000e+00 5.06091448e-01
1.65000000e+00 5.07714556e-01
1.70500000e+00 5.10834251e-01
1.76000000e+00 5.15441195e-01
1.81500000e+00 5.21521598e-01
1.87000000e+00 5.29057264e-01
1.92500000e+00 5.38025641e-01
1.98000000e+00 5.48399898e-01
2.03500000e+00 5.60148999e-01
2.09000000e+00 5.73237809e-01
2.14500000e+00 5.87627191e-01
2.20000000e+00 6.03274133e-01
2.25500000e+00 6.20131881e-01
2.31000000e+00 6.38150075e-01
2.36500000e+00 6.57274911e-01
2.42000000e+00 6.77449299e-01
2.47500000e+00 6.98613042e-01
2.53000000e+00 7.20703016e-01
2.58500000e+00 7.43653365e-01
2.64000000e+00 7.67395697e-01
2.69500000e+00 7.91859295e-01
2.75000000e+00 8.16971329e-01
2.80500000e+00 8.42657076e-01
2.86000000e+00 8.68840145e-01
2.91500000e+00 8.95442708e-01
2.97000000e+00 9.22385730e-01
3.02500000e+00 9.49589211e-01
3.08000000e+00 9.76972422e-01
3.13500000e+00 1.00445414e+00
3.19000000e+00 1.03195291e+00
3.24500000e+00 1.05938725e+00
3.30000000e+00 1.08667594e+00
3.35500000e+00 1.11373821e+00
3.41000000e+00 1.14049403e+00
3.46500000e+00 1.16686429e+00
3.52000000e+00 1.19277110e+00
3.57500000e+00 1.21813795e+00
3.63000000e+00 1.24288997e+00
3.68500000e+00 1.26695415e+00
3.74000000e+00 1.29025954e+00
3.79500000e+00 1.31273746e+00
3.85000000e+00 1.33432170e+00
3.90500000e+00 1.35494872e+00
3.96000000e+00 1.37455780e+00
4.01500000e+00 1.39309126e+00
4.07000000e+00 1.41049461e+00
4.12500000e+00 1.42671668e+00
4.18000000e+00 1.44170981e+00
4.23500000e+00 1.45542996e+00
4.29000000e+00 1.46783683e+00
4.34500000e+00 1.47889400e+00
4.40000000e+00 1.48856902e+00
4.45500000e+00 1.49683349e+00
4.51000000e+00 1.50366317e+00
4.56500000e+00 1.50903801e+00
4.62000000e+00 1.51294226e+00
4.67500000e+00 1.51536447e+00
4.73000000e+00 1.51629753e+00
4.78500000e+00 1.51573870e+00
4.84000000e+00 1.51368962e+00
4.89500000e+00 1.51015630e+00
4.95000000e+00 1.50514911e+00
5.00500000e+00 1.49868274e+00
5.06000000e+00 1.49077614e+00
5.11500000e+00 1.48145252e+00
5.17000000e+00 1.47073923e+00
5.22500000e+00 1.45866773e+00
5.28000000e+00 1.44527344e+00
5.33500000e+00 1.43059570e+00
5.39000000e+00 1.41467763e+00
5.44500000e+00 1.39756599e+00
5.50000000e+00 1.37931108e+00
5.55500000e+00 1.35996657e+00
5.61000000e+00 1.33958936e+00
5.66500000e+00 1.31823943e+00
5.72000000e+00 1.29597961e+00
5.77500000e+00 1.27287547e+00
5.83000000e+00 1.24899508e+00
5.88500000e+00 1.22440885e+00
5.94000000e+00 1.19918930e+00
5.99500000e+00 1.17341084e+00
6.05000000e+00 1.14714958e+00
6.10500000e+00 1.12048311e+00
6.16000000e+00 1.09349024e+00
6.21500000e+00 1.06625079e+00
6.27000000e+00 1.03884537e+00
6.32500000e+00 1.01135512e+00
6.38000000e+00 9.83861461e-01
6.43500000e+00 9.56445888e-01
6.49000000e+00 9.29189703e-01
6.54500000e+00 9.02173782e-01
6.60000000e+00 8.75478329e-01
6.65500000e+00 8.49182645e-01
6.71000000e+00 8.23364882e-01
6.76500000e+00 7.98101814e-01
6.82000000e+00 7.73468602e-01
6.87500000e+00 7.49538573e-01
6.93000000e+00 7.26382996e-01
6.98500000e+00 7.04070864e-01
7.04000000e+00 6.82668689e-01
7.09500000e+00 6.62240299e-01
7.15000000e+00 6.42846643e-01
7.20500000e+00 6.24545607e-01
7.26000000e+00 6.07391835e-01
7.31500000e+00 5.91436566e-01
7.37000000e+00 5.76727474e-01
7.42500000e+00 5.63308522e-01
7.48000000e+00 5.51219829e-01
7.53500000e+00 5.40497548e-01
7.59000000e+00 5.31173751e-01
7.64500000e+00 5.23276333e-01
7.70000000e+00 5.16828925e-01
7.75500000e+00 5.11850824e-01
7.81000000e+00 5.08356928e-01
7.86500000e+00 5.06357698e-01
7.92000000e+00 5.05859116e-01
7.97500000e+00 5.06862677e-01
8.03000000e+00 5.09365376e-01
8.08500000e+00 5.13359721e-01
8.14000000e+00 5.18833756e-01
8.19500000e+00 5.25771096e-01
8.25000000e+00 5.34150981e-01
